"HD","Star"
"150100",""
"150117",""
"150118",""
"150136",""
"150168",""
"150331",""
"150378",""
"150379",""
"150416",""
"150449",""
"150450",""
"150453",""
"150549","LP TrA"
"150557",""
"150576",""
"150680",""
"150682",""
"150742",""
"150745",""
"150798","Atria"
"150894",""
"150898",""
"150997",""
"151078",""
"151090",""
"151101",""
"151133",""
"151179",""
"151203",""
"151217",""
"151249",""
"151431",""
"151525","V776 Her"
"151613",""
"151659",""
"151676","V1010 Oph"
"151680",""
"151732","V636 Her"
"151769",""
"151804",""
"151804",""
"151862",""
"151890",""
"151932","V919 Sco"
"151937",""
"151956",""
"151967",""
"151985",""
"152082",""
"152107","V637 Her"
"152127",""
"152173",""
"152234",""
"152235","V900 Sco"
"152236",""
"152276",""
"152293",""
"152308","V823 Her"
"152311",""
"152326",""
"152334",""
"152408",""
"152476",""
"152527",""
"152564",""
"152598",""
"152601",""
"152614",""
"152667","V861 Sco"
"152783",""
"152786",""
"152812",""
"152815",""
"152820",""
"152824",""
"152824",""
"152830","V644 Her"
"152849",""
"152863",""
"152879",""
"152980",""
"153053",""
"153210",""
"153261","V828 Ara"
"153287",""
"153336",""
"153363",""
"153368",""
"153580",""
"153597",""
"153613",""
"153687",""
"153697",""
"153716",""
"153727",""
"153751",""
"153808",""
"153834",""
"153882","V451 Her"
"153890","V923 Sco"
"154029",""
"154084",""
"154090",""
"154143",""
"154228",""
"154310",""
"154356",""
"154417","V2213 Oph"
"154445",""
"154494",""
"154721",""
"154733",""
"154779",""
"154783",""
"154903",""
"154905",""
"154906",""
"154948",""
"155035",""
"155078",""
"155103",""
"155125","Sabik"
"155125",""
"155203",""
"155259",""
"155341","V829 Ara"
"155410",""
"155450",""
"155514","V620 Her"
"155603","V915 Sco"
"155644",""
"155763",""
"155806",""
"155826",""
"155885",""
"155886",""
"156014","Rasalgethi"
"156015",""
"156091",""
"156098",""
"156164","Sarin"
"156190",""
"156247","U Oph"
"156266",""
"156274",""
"156277",""
"156283",""
"156284",""
"156293",""
"156295",""
"156349",""
"156350",""
"156384",""
"156384",""
"156513",""
"156633","u Her"
"156653",""
"156653",""
"156681",""
"156697","V2112 Oph"
"156729",""
"156768",""
"156838",""
"156854",""
"156874",""
"156891",""
"156897",""
"156928",""
"156942",""
"156947","VW Dra"
"156979",""
"157042",""
"157049","V656 Her"
"157056",""
"157087",""
"157097",""
"157198",""
"157214",""
"157236",""
"157243",""
"157244",""
"157246",""
"157325",""
"157457",""
"157482","V819 Her"
"157527",""
"157617",""
"157661",""
"157662",""
"157681",""
"157728",""
"157740",""
"157753",""
"157778",""
"157779",""
"157792",""
"157819",""
"157919",""
"157950",""
"157955",""
"157967","V640 Her"
"157999",""
"158094",""
"158105",""
"158148",""
"158220",""
"158261",""
"158352",""
"158408","Lesath"
"158414",""
"158427",""
"158460",""
"158614",""
"158643",""
"158741","V949 Sco"
"158799",""
"158837",""
"158899","Maasym"
"158926","Shaula"
"158974",""
"158996",""
"159139",""
"159170",""
"159176",""
"159181","Rastaban"
"159217",""
"159332",""
"159353",""
"159354","V642 Her"
"159358",""
"159376","V2125 Oph"
"159433",""
"159463",""
"159480",""
"159492",""
"159501",""
"159532","Sargas"
"159541",""
"159560",""
"159561","Rasalhague"
"159876",""
"159877",""
"159966",""
"159975",""
"160018",""
"160032",""
"160181",""
"160263",""
"160269",""
"160290",""
"160342","V626 Ara"
"160538",""
"160578",""
"160613",""
"160635",""
"160668",""
"160691","Cervantes"
"160720",""
"160762",""
"160781",""
"160910",""
"160915",""
"160922",""
"160928",""
"161074",""
"161096","Cebalrai"
"161178",""
"161239",""
"161270",""
"161321","V624 Her"
"161471",""
"161592","X Sgr"
"161693",""
"161701",""
"161756","V3894 Sgr"
"161783","V539 Ara"
"161797",""
"161814",""
"161832","V826 Her"
"161833",""
"161840",""
"161842",""
"161868",""
"161892",""
"161912",""
"161917",""
"162003",""
"162004",""
"162076",""
"162189",""
"162211",""
"162374","V957 Sco"
"162391",""
"162555",""
"162579",""
"162587",""
"162714","Y Oph"
"162724","V906 Sco"
"162725","V951 Sco"
"162732","V744 Her"
"162774",""
"162917",""
"162978",""
"163145",""
"163217",""
"163318",""
"163336",""
"163376",""
"163472","V2052 Oph"
"163506","V441 Her"
"163532",""
"163547",""
"163588","Grumium"
"163624",""
"163652",""
"163685",""
"163755",""
"163756",""
"163770",""
"163917",""
"163955",""
"163989",""
"163990","OP Her"
"163993",""
"164058","Eltanin"
"164064",""
"164136",""
"164258","V2126 Oph"
"164259",""
"164284","V2048 Oph"
"164349",""
"164353",""
"164358",""
"164402",""
"164429","V771 Her"
"164461",""
"164577",""
"164584",""
"164613",""
"164646",""
"164668",""
"164669",""
"164712",""
"164764",""
"164765",""
"164794",""
"164852","V820 Her"
"164870",""
"164900",""
"164975","W Sgr"
"165024",""
"165040",""
"165135","Alnasl"
"165174","V986 Oph"
"165185",""
"165189",""
"165190",""
"165259",""
"165341",""
"165402",""
"165438",""
"165499",""
"165625",""
"165634",""
"165683",""
"165687",""
"165760",""
"165777",""
"165814","V3792 Sgr"
"165908",""
"166014",""
"166023",""
"166045",""
"166046",""
"166063",""
"166114",""
"166182",""
"166205","Yildun"
"166208",""
"166229",""
"166230",""
"166233",""
"166285",""
"166460",""
"166464",""
"166469","V4045 Sgr"
"166596","V692 CrA"
"166599",""
"166640",""
"166865",""
"166866",""
"166926",""
"166935",""
"166937",""
"166988",""
"167006","V669 Her"
"167036",""
"167042",""
"167096",""
"167128",""
"167263",""
"167264",""
"167468",""
"167570",""
"167618",""
"167647","RS Sgr"
"167714",""
"167720",""
"167747",""
"167818",""
"167965",""
"168151",""
"168339",""
"168387",""
"168415",""
"168454","Kaus Media"
"168532",""
"168574","V4028 Sgr"
"168592",""
"168608","Y Sgr"
"168653",""
"168656",""
"168720",""
"168723",""
"168733","V4050 Sgr"
"168775",""
"168838",""
"168838",""
"168905",""
"168913",""
"168914",""
"169022","Kaus Australis"
"169027",""
"169033",""
"169110",""
"169111",""
"169156",""
"169191",""
"169233",""
"169305",""
"169326",""
"169405",""
"169414",""
"169420",""
"169467",""
"169570",""
"169689",""
"169702",""
"169767",""
"169830",""
"169836",""
"169853",""
"169916","Kaus Borealis"
"169978",""
"169981",""
"169985","d Ser"
"170000",""
"170069",""
"170073",""
"170153",""
"170200",""
"170235","V4031 Sgr"
"170296",""
"170397","V432 Sct"
"170433",""
"170465",""
"170474",""
"170479",""
"170521",""
"170523",""
"170642",""
"170650",""
"170680",""
"170693","Fafnir"
"170740",""
"170764","U Sgr"
"170845",""
"170867",""
"170868",""
"170878",""
"170920",""
"170973","MV Ser"
"170975",""
"171034",""
"171115",""
"171130",""
"171237",""
"171245",""
"171301",""
"171391",""
"171443",""
"171623",""
"171635",""
"171745",""
"171759",""
"171779",""
"171802",""
"171819",""
"171834",""
"171856",""
"171961",""
"171967",""
"171978",""
"172044",""
"172051",""
"172167","Vega"
"172171","X Oph"
"172211",""
"172294",""
"172340",""
"172348",""
"172380","XY Lyr"
"172546",""
"172555",""
"172728",""
"172748",""
"172777",""
"172816","V3879 Sgr"
"172883",""
"172910",""
"172991",""
"173009",""
"173117",""
"173168",""
"173300",""
"173370",""
"173370",""
"173417",""
"173460",""
"173524",""
"173524",""
"173540",""
"173582",""
"173583",""
"173607",""
"173608",""
"173638",""
"173648",""
"173649",""
"173650","V535 Her"
"173654",""
"173667",""
"173715",""
"173764",""
"173780",""
"173791",""
"173819","R Sct"
"173819",""
"173861",""
"173880",""
"173948",""
"174116",""
"174208",""
"174237","CX Dra"
"174262",""
"174295",""
"174309",""
"174325","S Sct"
"174343",""
"174387",""
"174464",""
"174585",""
"174589",""
"174602",""
"174638","Sheliak"
"174664",""
"174694",""
"174853","V822 Her"
"174933",""
"174947",""
"174974",""
"174980",""
"175156",""
"175190",""
"175191","Nunki"
"175219",""
"175225",""
"175286",""
"175306",""
"175317",""
"175329",""
"175360",""
"175362","V686 CrA"
"175401",""
"175426",""
"175443",""
"175492",""
"175510",""
"175515",""
"175535",""
"175588",""
"175638","Alya"
"175639",""
"175687",""
"175740",""
"175743",""
"175744","V828 Her"
"175751",""
"175775",""
"175813",""
"175824",""
"175865","R Lyr"
"175869",""
"175986",""
"176051",""
"176155","FF Aql"
"176162",""
"176232","V1286 Aql"
"176303",""
"176318",""
"176408",""
"176411",""
"176437","Sulafat"
"176524",""
"176527",""
"176598",""
"176638",""
"176664",""
"176670",""
"176678",""
"176687","Ascella"
"176704",""
"176723",""
"176871",""
"176984",""
"177003",""
"177074",""
"177171",""
"177178",""
"177196",""
"177241",""
"177249",""
"177336","V Aql"
"177389",""
"177392","LT Vul"
"177406",""
"177410","EE Dra"
"177463",""
"177474",""
"177475",""
"177482",""
"177517",""
"177716",""
"177724",""
"177756",""
"177808",""
"177873",""
"177940","R Aql"
"178125","Y Aql"
"178175","V4024 Sgr"
"178187",""
"178207",""
"178233",""
"178253",""
"178322",""
"178345",""
"178449",""
"178475",""
"178524",""
"178596",""
"179009",""
"179094","V1762 Cyg"
"179153",""
"179323",""
"179366",""
"179406",""
"179433",""
"179497",""
"179527","V471 Lyr"
"179761","V1288 Aql"
"179886",""
"179933",""
"179950",""
"179957",""
"180006",""
"180093","RY Sgr"
"180163",""
"180262",""
"180317",""
"180450",""
"180457",""
"180482",""
"180540",""
"180554",""
"180555",""
"180583","V473 Lyr"
"180610",""
"180610",""
"180711","Altais"
"180777",""
"180809",""
"180868",""
"180885",""
"180968","ES Vul"
"180972",""
"181053",""
"181182","U Sge"
"181240",""
"181276",""
"181296",""
"181333","V1208 Aql"
"181383",""
"181391",""
"181440",""
"181454","Arkab Prior"
"181577",""
"181577",""
"181615",""
"181623","Arkab Posterior"
"181645",""
"181869","Rukbat"
"181907",""
"181984",""
"182190",""
"182255",""
"182286",""
"182369",""
"182391",""
"182416",""
"182477",""
"182490",""
"182509",""
"182564",""
"182568",""
"182571",""
"182572",""
"182629",""
"182640",""
"182645",""
"182681",""
"182694",""
"182709",""
"182762",""
"182835",""
"182900",""
"182919",""
"182955",""
"183007",""
"183028",""
"183030",""
"183056","V1741 Cyg"
"183227",""
"183275",""
"183324",""
"183344","U Aql"
"183439",""
"183491",""
"183492",""
"183534",""
"183537",""
"183552",""
"183556",""
"183630",""
"183656","V923 Aql"
"183806","PW Tel"
"183912","Albireo"
"183914",""
"184006",""
"184010",""
"184035","V4089 Sgr"
"184127",""
"184171",""
"184293",""
"184398","V1817 Cyg"
"184406",""
"184492",""
"184552",""
"184606",""
"184707",""
"184759",""
"184786","V1743 Cyg"
"184835",""
"184875",""
"184915",""
"184930",""
"184960",""
"184985",""
"185018",""
"185037",""
"185059","U Vul"
"185124",""
"185139","QQ Tel"
"185144",""
"185194",""
"185257","V4090 Sgr"
"185351",""
"185395",""
"185404",""
"185467",""
"185507",""
"185644",""
"185734",""
"185758","Sham"
"185762",""
"185872",""
"185912","V1143 Cyg"
"185936","QS Aql"
"185958",""
"186005",""
"186122",""
"186155",""
"186185",""
"186203",""
"186219",""
"186357","V1276 Cyg"
"186377",""
"186408",""
"186427",""
"186486",""
"186500",""
"186518","PS Vul"
"186532","V1351 Cyg"
"186543",""
"186547",""
"186619",""
"186648",""
"186675",""
"186686",""
"186688","SU   Cyg"
"186689",""
"186776","V973 Cyg"
"186786","NZ Pav"
"186791","Tarazed"
"186882",""
"186957",""
"187013",""
"187076",""
"187086",""
"187195",""
"187235",""
"187259",""
"187340",""
"187362",""
"187420",""
"187459","V1765 Cyg"
"187474","V3961 Sgr"
"187532",""
"187567","V1339 Aql"
"187642","Altair"
"187691",""
"187739",""
"187764","CN Dra"
"187796",""
"187811",""
"187849","V1509 Cyg"
"187879","V380 Cyg"
"187929",""
"187949","V505 Sgr"
"187982",""
"188001",""
"188041","V1291 Aql"
"188056",""
"188097",""
"188114",""
"188119",""
"188154",""
"188162",""
"188209",""
"188228",""
"188252",""
"188260",""
"188293",""
"188294",""
"188310","Libertas"
"188350",""
"188376",""
"188439","V819 Cyg"
"188485",""
"188512","Alshain"
"188584",""
"188603",""
"188650",""
"188665",""
"188727","S Sge"
"188728",""
"188887",""
"188892",""
"188899",""
"188947",""
"189005",""
"189037",""
"189037",""
"189090",""
"189103",""
"189118",""
"189124","NU Pav"
"189178",""
"189195",""
"189198",""
"189245",""
"189276",""
"189319",""
"189340",""
"189395",""
"189410",""
"189577","VZ Sge"
"189684",""
"189687","V1746 Cyg"
"189695",""
"189741",""
"189763","V3872 Sgr"
"189785",""
"189785",""
"189831",""
"189849","NT Vul"
"189944",""
"190004",""
"190056",""
"190147",""
"190211",""
"190229",""
"190248",""
"190299",""
"190327",""
"190360",""
"190390","V1401 Aql"
"190406",""
"190421",""
"190454",""
"190544",""
"190603","V1768 Cyg"
"190608",""
"190713",""
"190940",""
"190960",""
"190993",""
"191026",""
"191067",""
"191195",""
"191277",""
"191408",""
"191570",""
"191571",""
"191610","V1624 Cyg"
"191692",""
"191747",""
"191753",""
"191829",""
"191862",""
"192004",""
"192044",""
"192107",""
"192310",""
"192425",""
"192455",""
"192514",""
"192518","NU Vul"
"192563",""
"192577","V695 Cyg"
"192640","V1644 Cyg"
"192666",""
"192685","QR Vul"
"192696",""
"192713","QS Vul"
"192781",""
"192787",""
"192787",""
"192806",""
"192836",""
"192876",""
"192879",""
"192907",""
"192909","V1488 Cyg"
"192944",""
"192947","Algedi"
"192985",""
"193092",""
"193150",""
"193237","P Cyg"
"193322",""
"193369",""
"193370",""
"193432",""
"193452",""
"193472",""
"193495","Dabih"
"193536","V1773 Cyg"
"193571",""
"193579",""
"193664",""
"193680",""
"193721",""
"193722","V1584 Cyg"
"193807",""
"193911",""
"193924","Peacock"
"193964","DE Dra"
"194013",""
"194093","Sadr"
"194152",""
"194193",""
"194215",""
"194258","AC Dra"
"194298",""
"194317",""
"194335",""
"194577",""
"194612",""
"194636",""
"194939",""
"194943",""
"195050",""
"195068",""
"195093",""
"195094",""
"195135",""
"195295",""
"195324",""
"195325",""
"195554",""
"195556",""
"195564",""
"195569",""
"195593",""
"195627",""
"195725",""
"195774",""
"195810",""
"195943",""
"195943",""
"195961",""
"196051",""
"196067",""
"196093",""
"196094",""
"196171",""
"196178",""
"196180",""
"196321",""
"196348",""
"196362",""
"196378",""
"196502","AF Dra"
"196504",""
"196519",""
"196524","Rotanev"
"196544",""
"196574",""
"196606",""
"196610","EU Del"
"196662",""
"196724",""
"196725",""
"196737",""
"196740",""
"196753",""
"196755",""
"196758",""
"196775",""
"196777",""
"196787",""
"196852",""
"196857",""
"196867","Sualocin"
"196917",""
"196925",""
"197051",""
"197121",""
"197139",""
"197157",""
"197177",""
"197345","Deneb"
"197392",""
"197419","V568 Cyg"
"197461",""
"197511",""
"197572","X Cyg"
"197630",""
"197635",""
"197692",""
"197725",""
"197752",""
"197812","U Del"
"197912",""
"197937",""
"197939",""
"197950",""
"197963",""
"197964",""
"197989",""
"198001","Albali"
"198026","EN Aqr"
"198048",""
"198069",""
"198084",""
"198134","T Cyg"
"198149",""
"198160",""
"198174",""
"198183",""
"198232",""
"198308",""
"198345",""
"198357",""
"198390",""
"198391",""
"198431",""
"198478","V1661 Cyg"
"198529",""
"198542",""
"198571",""
"198639",""
"198667",""
"198700",""
"198716",""
"198726","T Vul"
"198743",""
"198809",""
"198982",""
"199012",""
"199081",""
"199095",""
"199098",""
"199098",""
"199101",""
"199124","EM Aqr"
"199140","BW Vul"
"199169",""
"199253",""
"199254",""
"199260",""
"199345",""
"199437",""
"199443",""
"199478",""
"199532",""
"199579",""
"199603","DV Aqr"
"199611",""
"199611",""
"199612",""
"199623",""
"199629",""
"199665","Musica"
"199697",""
"199728","AO Cap"
"199766",""
"199870",""
"199870",""
"199951",""
"199955",""
"199960",""
"200039",""
"200044",""
"200073",""
"200120","V832 Cyg"
"200163",""
"200205",""
"200256",""
"200310","V1931 Cyg"
"200365",""
"200496",""
"200497",""
"200499",""
"200525",""
"200644",""
"200702",""
"200718",""
"200751",""
"200751",""
"200761",""
"200763",""
"200790",""
"200817",""
"200905",""
"200914",""
"201078","DT Cyg"
"201091","V1803 Cyg"
"201092",""
"201184",""
"201251",""
"201352",""
"201371",""
"201381",""
"201433","V389 Cyg"
"201601",""
"201616",""
"201636",""
"201647",""
"201707","EW Aqr"
"201772",""
"201834",""
"201852",""
"201901",""
"201908",""
"202012","T Cep"
"202103",""
"202109",""
"202275",""
"202320",""
"202369",""
"202444",""
"202447","Kitalpha"
"202627",""
"202671",""
"202723",""
"202730",""
"202753",""
"202850",""
"202874","T Ind"
"202904",""
"202951",""
"202987",""
"203006",""
"203064","V1809 Cyg"
"203133","Y Pav"
"203156","V1334 Cyg"
"203222",""
"203245",""
"203280","Alderamin"
"203291",""
"203338",""
"203344",""
"203387",""
"203399",""
"203467",""
"203475",""
"203495",""
"203495",""
"203504",""
"203525",""
"203562",""
"203585",""
"203608",""
"203638",""
"203644",""
"203705",""
"203760",""
"203803",""
"203843",""
"203875",""
"203881","SX Pav"
"203925",""
"203926",""
"203949",""
"204018",""
"204075",""
"204131","V1934 Cyg"
"204139",""
"204153",""
"204172",""
"204188","IK Peg"
"204381",""
"204394",""
"204403",""
"204411",""
"204414",""
"204428",""
"204485",""
"204585",""
"204724",""
"204770",""
"204771",""
"204783",""
"204854",""
"204867","Sadalsuud"
"204960",""
"205021","Alfirk"
"205072",""
"205139",""
"205289",""
"205314",""
"205423",""
"205435",""
"205471",""
"205478",""
"205512",""
"205529",""
"205637",""
"205730","W Cyg"
"205767",""
"205811",""
"205835",""
"205852",""
"205924",""
"205939","CP Cyg"
"206043",""
"206058",""
"206067",""
"206088","Nashira"
"206165","V337 Cep"
"206240",""
"206267",""
"206301",""
"206330",""
"206356",""
"206445",""
"206453",""
"206487",""
"206538",""
"206553","CG Oct"
"206561",""
"206570","V460 Cyg"
"206632","V1339 Cyg"
"206644",""
"206672","Azelfafage"
"206677",""
"206742",""
"206749",""
"206774",""
"206778","Enif"
"206826",""
"206827",""
"206834",""
"206859",""
"206860","HN Peg"
"206901",""
"206936",""
"206952",""
"207005","AG Cap"
"207052",""
"207089",""
"207098",""
"207129",""
"207130",""
"207155",""
"207198",""
"207203",""
"207229",""
"207241",""
"207260",""
"207330",""
"207528",""
"207650",""
"207652",""
"207652",""
"207840",""
"207857","V1619 Cyg"
"207932","HO Peg"
"207958",""
"207964",""
"207971",""
"207978",""
"208057",""
"208095",""
"208108",""
"208111",""
"208149",""
"208321",""
"208435","BZ Gru"
"208450",""
"208496","BG Ind"
"208501",""
"208565",""
"208737",""
"208741",""
"208796",""
"208816","VV Cep"
"209008",""
"209014",""
"209100",""
"209128",""
"209166",""
"209167",""
"209278","DX Aqr"
"209369",""
"209396",""
"209409",""
"209419",""
"209459",""
"209476",""
"209481","LZ Cep"
"209515","V1942 Cyg"
"209522",""
"209529",""
"209625",""
"209688",""
"209744",""
"209747",""
"209750","Sadalmelik"
"209761",""
"209772","MO Cep"
"209790","Kurhah"
"209819",""
"209833",""
"209857","HT Lac"
"209945",""
"209952","Alnair"
"209960",""
"209961","V365 Lac"
"209975",""
"210027",""
"210049",""
"210066",""
"210074",""
"210129",""
"210191",""
"210271",""
"210302",""
"210334","AR Lac"
"210344",""
"210354",""
"210418","Biham"
"210422",""
"210424",""
"210434",""
"210459",""
"210502",""
"210516",""
"210702",""
"210705",""
"210715",""
"210745",""
"210762",""
"210807",""
"210839",""
"210848",""
"210853",""
"210855",""
"210884",""
"210889",""
"210934",""
"210939",""
"210960",""
"210967",""
"211006",""
"211029",""
"211073",""
"211088",""
"211096",""
"211202",""
"211211",""
"211336",""
"211361",""
"211388",""
"211391","Ancha"
"211392",""
"211415",""
"211416",""
"211434",""
"211539",""
"211554",""
"211676",""
"211833",""
"211838",""
"211924",""
"211998",""
"212010",""
"212061","Sadachbia"
"212076","IN Peg"
"212087",""
"212097",""
"212120",""
"212132",""
"212211",""
"212271",""
"212320",""
"212330",""
"212395",""
"212404",""
"212430",""
"212466",""
"212496",""
"212571",""
"212581",""
"212593",""
"212697",""
"212698",""
"212710",""
"212728",""
"212754",""
"212943",""
"212953",""
"212988",""
"213009",""
"213022",""
"213051",""
"213052",""
"213080",""
"213087",""
"213119",""
"213135",""
"213179",""
"213235",""
"213236",""
"213296",""
"213306",""
"213307",""
"213310",""
"213320",""
"213323",""
"213389","V350 Lac"
"213398",""
"213403",""
"213420",""
"213442",""
"213464",""
"213468",""
"213534","GX Peg"
"213558",""
"213617",""
"213660",""
"213789",""
"213798",""
"213845",""
"213930",""
"213986",""
"213998",""
"214035",""
"214085",""
"214122",""
"214150",""
"214159",""
"214167",""
"214168",""
"214376","Situla"
"214441","CC Gru"
"214454",""
"214470",""
"214484",""
"214567",""
"214632",""
"214665",""
"214680",""
"214690",""
"214698",""
"214710",""
"214710",""
"214734",""
"214748",""
"214846",""
"214850",""
"214868",""
"214878",""
"214923","Homam"
"214952",""
"214966",""
"214993","DD Lac"
"214994",""
"214995",""
"215030",""
"215104",""
"215143",""
"215167",""
"215182","Matar"
"215369",""
"215373",""
"215405",""
"215510",""
"215573",""
"215648",""
"215664",""
"215665",""
"215721",""
"215766",""
"215789",""
"215874","FM Aqr"
"215943",""
"216032",""
"216131","Sadalbari"
"216149",""
"216174",""
"216200","V360 Lac"
"216210",""
"216228",""
"216336",""
"216380",""
"216385",""
"216386",""
"216397",""
"216435",""
"216437",""
"216446",""
"216489","IM Peg"
"216494","HI Aqr"
"216608",""
"216627","Skat"
"216637",""
"216640",""
"216646",""
"216655",""
"216656",""
"216672","HR Peg"
"216701",""
"216718",""
"216735",""
"216756",""
"216763",""
"216803","TW PsA"
"216823",""
"216831",""
"216916","EN Lac"
"216946",""
"216956","Fomalhaut"
"217014","Helvetios"
"217050","EW Lac"
"217157",""
"217232",""
"217236",""
"217264",""
"217303",""
"217364",""
"217382",""
"217403",""
"217428",""
"217459",""
"217476","V509 Cas"
"217484",""
"217531",""
"217563",""
"217675",""
"217701",""
"217703",""
"217782",""
"217792",""
"217811","LN And"
"217831",""
"217833","V638 Cas"
"217842",""
"217891",""
"217902",""
"217906","Scheat"
"218029",""
"218031",""
"218045","Markab"
"218060",""
"218227",""
"218240",""
"218242",""
"218329",""
"218329",""
"218356",""
"218376",""
"218396",""
"218434",""
"218434",""
"218452",""
"218470",""
"218527",""
"218594",""
"218619",""
"218630",""
"218634","GZ Peg"
"218640",""
"218655",""
"218658",""
"218670",""
"218700",""
"218753",""
"218792",""
"218804",""
"218918",""
"218935",""
"219080",""
"219134",""
"219139",""
"219215",""
"219263",""
"219402",""
"219449",""
"219477",""
"219482",""
"219482",""
"219485",""
"219507",""
"219571",""
"219576",""
"219586",""
"219615",""
"219623",""
"219634","V649 Cas"
"219688",""
"219693",""
"219734",""
"219749","ET And"
"219765",""
"219784",""
"219784",""
"219815","AN And"
"219832",""
"219834",""
"219877",""
"219879",""
"219916",""
"219945",""
"219981",""
"220009",""
"220061",""
"220088",""
"220096",""
"220117",""
"220222",""
"220278",""
"220318",""
"220321",""
"220363",""
"220369",""
"220440",""
"220572",""
"220599",""
"220652",""
"220657",""
"220704",""
"220729",""
"220790",""
"220825",""
"220858",""
"220885",""
"220933","HV Peg"
"220954",""
"220974",""
"221006","CG Tuc"
"221115",""
"221253","AR Cas"
"221345","Veritate"
"221357",""
"221409",""
"221420",""
"221507",""
"221525",""
"221565",""
"221615","HW Peg"
"221673",""
"221675",""
"221745",""
"221756",""
"221758",""
"221760",""
"221833",""
"221861",""
"221950",""
"222060",""
"222093",""
"222095",""
"222098",""
"222107",""
"222109",""
"222133","KS Peg"
"222173",""
"222287",""
"222304",""
"222345",""
"222368",""
"222377",""
"222386",""
"222387",""
"222404","Errai"
"222433",""
"222439",""
"222493",""
"222547",""
"222561",""
"222574",""
"222602",""
"222603",""
"222643",""
"222661",""
"222683",""
"222764",""
"222800","R Aqr"
"222806",""
"222820",""
"222842",""
"222847",""
"223024",""
"223047",""
"223075","TX Psc"
"223128",""
"223145",""
"223165",""
"223170",""
"223173",""
"223252",""
"223274",""
"223352",""
"223358","V650 Cas"
"223385","V566 Cas"
"223438",""
"223460","OU And"
"223461",""
"223524",""
"223559",""
"223637","HH Peg"
"223640","ET Aqr"
"223647",""
"223719",""
"223768",""
"223774",""
"223781","HT Peg"
"223807",""
"223825",""
"223855",""
"224014",""
"224062","XZ Psc"
"224103",""
"224113","AL Scl"
"224151","V373 Cas"
"224165",""
"224309","V Cep"
"224355",""
"224361",""
"224362",""
"224392",""
"224427",""
"224481",""
"224490","R Cas"
"224533",""
"224554",""
"224559","LQ And"
"224572",""
"224617",""
"224630",""
"224686",""
"224801","CG And"
"224834",""
"224865",""
"224889",""
"224893",""
"224926",""
"224930",""
"224935","YY Psc"
"224960","W Cet"
"224990",""
"224995",""
"225003",""
"225009",""
"225094","V639 Cas"
"225132",""
"225180",""
"225197",""
"225212",""
"225216",""
"225253",""
"225289","V567 Cas"
"225524",""
"225787",""
"226237",""
"227198",""
"227198",""
"227510",""
"227510",""
"227642",""
"227658",""
"227658",""
"228130",""
"229232",""
"229232",""
"229232",""
"229232",""
"231389",""
"234106",""
"237569",""
"239773",""
"241165",""
"241964",""
"248002",""
"250757",""
"257498",""
"257937",""
"259410",""
"261555",""
"261879",""
"263084",""
"263860",""
"263860",""
"266382",""
"267574",""
"268000",""
"269828",""
"269927",""
"270786",""
"273238",""
"273238",""
"273238",""
"273316",""
"275057",""
"275087",""
"275161",""
"275165",""
"275410",""
"275999",""
"276351",""
"276769",""
"276802",""
"277051",""
"277163",""
"277304",""
"277315",""
"277315",""
"277322",""
"277885",""
"278129",""
"278147",""
"278147",""
"278486",""
"278630",""
"279048",""
"279048",""
"279048",""
"279178",""
"279343",""
"279364",""
"279501",""
"279501",""
"279506",""
"279904",""
"280174",""
"280571",""
"280582",""
"280629",""
"280848",""
"281463",""
"282014",""
"282425",""
"282427",""
"283082",""
"283281",""
"283379",""
"283412",""
"283591",""
"283591",""
"283811",""
"283811",""
"284220",""
"284264",""
"284271",""
"284624",""
"284624",""
"284624",""
"284628",""
"284655",""
"284672",""
"284725",""
"285042",""
"285590",""
"285876",""
"286010",""
"286161",""
"286395",""
"287083",""
"287119",""
"287337",""
"287503",""
"287826",""
"289715",""
"289774",""
"289816",""
"290430",""
"290488",""
"290569",""
"290694",""
"290729",""
"290821",""
"290834",""
"291358",""
"291512",""
"291578",""
"291678",""
"292665",""
"292809",""
"292838",""
"292928",""
"293619",""
"294068",""
"294081",""
"295644",""
"295664",""
"296356",""
"296500",""
"296500",""
"297687",""
"297743",""
"297811",""
"298207",""
"298710",""
"299399",""
"299399",""
"299469",""
"302860",""
"304043",""
"304043",""
"305299",""
"305542",""
"305903",""
"305903",""
"305903",""
"305915",""
"306490",""
"308044",""
"308106",""
"308321",""
"308939",""
"308954",""
"310036",""
"310724",""
"311487",""
"314088",""
"322481",""
"324887",""
"325816",""
"327846",""
"327952",""
"328267",""
"329443",""
"330068",""
"330743",""
"330776",""
"331912",""
"332160",""
"333014",""
"333083",""
"333343",""
"333362",""
"333433",""
"333433",""
"333835",""
"333923",""
"334040",""
"334075",""
"334481",""
"334815",""
"335065",""
"335094",""
"336248",""
"336489",""
"336578",""
"336582",""
"336582",""
"337187",""
"338097",""
"338148",""
"338310",""
"338901",""
"338991",""
"339090",""
"339134",""
"339225",""
"339274",""
"339782",""
"339864",""
"340144",""
"340270",""
"340382",""
"340549",""
"340799",""
"340882",""
"341444",""
"341729",""
"342072",""
"343023",""
"343663",""
"344055","Proxima Centauri"
"344108",""
"344108",""
"344142",""
"344927",""
"344927",""
"345112",""
"345112",""
"345150",""
"345986",""
"346825",""
"347288",""
"347426",""
"347426",""
"347426",""
"347959",""
"348900",""
"348902",""
"348902",""
