"id","source","created","word"
"835173525522624512","Old",2017-02-24 17:04:19,"trump"
"835173525522624512","Old",2017-02-24 17:04:19,"vows"
"835173525522624512","Old",2017-02-24 17:04:19,"fight"
"835173525522624512","Old",2017-02-24 17:04:19,"'epidemic"
"835173525522624512","Old",2017-02-24 17:04:19,"human"
"835173525522624512","Old",2017-02-24 17:04:19,"trafficking"
"835553050530099200","Old",2017-02-25 18:12:25,"weekly"
"835553050530099200","Old",2017-02-25 18:12:25,"address"
"835553050530099200","Old",2017-02-25 18:12:25,"@whitehouse"
"836261209540288513","Old",2017-02-27 17:06:23,"meeting"
"836261209540288513","Old",2017-02-27 17:06:23,"ceos"
"836261209540288513","Old",2017-02-27 17:06:23,"leading"
"836261209540288513","Old",2017-02-27 17:06:23,"health"
"836261209540288513","Old",2017-02-27 17:06:23,"insurance"
"836261209540288513","Old",2017-02-27 17:06:23,"companies"
"836261209540288513","Old",2017-02-27 17:06:23,"provide"
"836261209540288513","Old",2017-02-27 17:06:23,"healthcare"
"836261209540288513","Old",2017-02-27 17:06:23,"american"
"836261209540288513","Old",2017-02-27 17:06:23,"peo"
"836332166728527872","Old",2017-02-27 21:48:21,"gop"
"836332166728527872","Old",2017-02-27 21:48:21,"viewed"
"836332166728527872","Old",2017-02-27 21:48:21,"favorably"
"836332166728527872","Old",2017-02-27 21:48:21,"dems"
"836332166728527872","Old",2017-02-27 21:48:21,"trump"
"836332166728527872","Old",2017-02-27 21:48:21,"era"
"836332166728527872","Old",2017-02-27 21:48:21,"nbc"
"836332166728527872","Old",2017-02-27 21:48:21,"wsj"
"836332166728527872","Old",2017-02-27 21:48:21,"poll"
"836332166728527872","Old",2017-02-27 21:48:21,"@hotlinejosh"
"836750538943377408","Old",2017-03-01 01:30:49,"join"
"836750538943377408","Old",2017-03-01 01:30:49,"live"
"836750538943377408","Old",2017-03-01 01:30:49,"#jointaddress"
"836753422271582208","Old",2017-03-01 01:42:16,"#jointsession"
"836753422271582208","Old",2017-03-01 01:42:16,"#maga"
"837704599704375296","Old",2017-03-03 16:41:55,"weekly"
"837704599704375296","Old",2017-03-03 16:41:55,"address"
"837704599704375296","Old",2017-03-03 16:41:55,"join"
"837722869106880517","Old",2017-03-03 17:54:30,"start"
"837722869106880517","Old",2017-03-03 17:54:30,"investigation"
"837722869106880517","Old",2017-03-03 17:54:30,"@senschumer"
"837722869106880517","Old",2017-03-03 17:54:30,"ties"
"837722869106880517","Old",2017-03-03 17:54:30,"russia"
"837722869106880517","Old",2017-03-03 17:54:30,"putin"
"837722869106880517","Old",2017-03-03 17:54:30,"total"
"837722869106880517","Old",2017-03-03 17:54:30,"hypocrite"
"837766616603586560","Old",2017-03-03 20:48:21,"fix"
"837766616603586560","Old",2017-03-03 20:48:21,"education"
"837766616603586560","Old",2017-03-03 20:48:21,"system"
"837766616603586560","Old",2017-03-03 20:48:21,"kids"
"837766616603586560","Old",2017-03-03 20:48:21,"america"
"837766616603586560","Old",2017-03-03 20:48:21,"wonderful"
