"Movie","ReleaseDate","Distributor","Genre","Rating"
"Caddyshack II","Jul 22, 1988","Warner Bros.","Comedy","PG"
"Tucker: The Man and His Dream","Aug 12, 1988","Paramount Pictures","Drama","PG"
"Crossing Delancey","Aug 24, 1988","Warner Bros.","Romantic Comedy","PG"
"Ernest Saves Christmas","Nov 11, 1988","Walt Disney","Comedy","PG"
"Cocoon: The Return","Nov 23, 1988","20th Century Fox","Adventure","PG"
"Twins","Dec 9, 1988","Universal","Comedy","PG"
"Dirty Rotten Scoundrels","Dec 14, 1988","Orion Pictures","Comedy","PG"
"The Accidental Tourist","Dec 23, 1988","Warner Bros.","Drama","PG"
"Her Alibi","Feb 3, 1989","Warner Bros.","Comedy","PG"
"Bill & Ted's Excellent Adventure","Feb 17, 1989","Orion Pictures","Adventure","PG"
"The `Burbs","Feb 17, 1989","Universal","Comedy","PG"
"New York Stories","Mar 1, 1989","Walt Disney","Drama","PG"
"Chances Are","Mar 10, 1989","Sony Pictures","Romantic Comedy","PG"
"Police Academy 6: City Under Siege","Mar 10, 1989","Warner Bros.","Comedy","PG"
"Fletch Lives","Mar 17, 1989","Universal","Comedy","PG"
"She's Out of Control","Apr 14, 1989","Sony Pictures","Comedy","PG"
"Field of Dreams","Apr 21, 1989","Universal","Drama","PG"
"Dead Poets Society","Jun 2, 1989","Walt Disney","Drama","PG"
"Star Trek V: The Final Frontier","Jun 9, 1989","Paramount Pictures","Action","PG"
"Ghostbusters II","Jun 16, 1989","Sony Pictures","Comedy","PG"
"Honey, I Shrunk the Kids","Jun 23, 1989","Walt Disney","Adventure","PG"
"The Karate Kid, Part III","Jun 30, 1989","Sony Pictures","Action","PG"
"Turner & Hooch","Jul 28, 1989","Walt Disney","Comedy","PG"
"Young Einstein","Aug 4, 1989","Warner Bros.","Comedy","PG"
"Uncle Buck","Aug 16, 1989","Universal","Comedy","PG"
"L'Ours","Oct 25, 1989","Sony/TriStar","Action","PG"
"Dad","Oct 27, 1989","Universal","Comedy","PG"
"Steel Magnolias","Nov 15, 1989","Sony Pictures","Comedy","PG"
"Back to the Future Part II","Nov 22, 1989","Universal","Adventure","PG"
"Driving Miss Daisy","Dec 13, 1989","Warner Bros.","Drama","PG"
"The Wizard","Dec 15, 1989","Universal","Adventure","PG"
"Always","Dec 22, 1989","Universal","Drama","PG"
"The Witches","Feb 16, 1990","Warner Bros.","Horror","PG"
"The Hunt for Red October","Mar 2, 1990","Paramount Pictures","Thriller/Suspense","PG"
"Joe Versus the Volcano","Mar 9, 1990","Warner Bros.","Comedy","PG"
"Teenage Mutant Ninja Turtles","Mar 30, 1990","New Line","Adventure","PG"
"Ernest Goes to Jail","Apr 6, 1990","Walt Disney","Comedy","PG"
"Spaced Invaders","Apr 27, 1990","Walt Disney","Adventure","PG"
"Back to the Future Part III","May 24, 1990","Universal","Adventure","PG"
"Dick Tracy","Jun 15, 1990","Walt Disney","Action","PG"
"Ghost Dad","Jun 29, 1990","Universal","Comedy","PG"
"The Freshman","Jul 20, 1990","Sony Pictures","Comedy","PG"
"Problem Child","Jul 27, 1990","Universal","Comedy","PG"
"Home Alone","Nov 16, 1990","20th Century Fox","Comedy","PG"
"3 Men and a Little Lady","Nov 21, 1990","Walt Disney","Comedy","PG"
"Hamlet","Dec 19, 1990","Warner Bros.","Drama","PG"
"Almost An Angel","Dec 19, 1990","Paramount Pictures","Comedy","PG"
"The Long Walk Home","Dec 21, 1990","Miramax","Drama","PG"
"To Sleep With Anger","Jan 1, 1991","","","PG"
"White Fang","Jan 18, 1991","Walt Disney","Adventure","PG"
"The NeverEnding Story II: The Next Chapter","Feb 8, 1991","Warner Bros.","Adventure","PG"
"King Ralph","Feb 15, 1991","Universal","Comedy","PG"
"Haakon Haakonsen","Mar 1, 1991","Walt Disney","Adventure","PG"
"My Heroes Have Always Been Cowboys","Mar 1, 1991","","Drama","PG"
"Teenage Mutant Ninja Turtles II: The Secret of the Ooze","Mar 22, 1991","New Line","Adventure","PG"
"Defending Your Life","Mar 22, 1991","Warner Bros.","Comedy","PG"
"Oscar","Apr 26, 1991","Walt Disney","Comedy","PG"
"Truly Madly Deeply","May 3, 1991","Goldwyn Entertainment","Drama","PG"
"What About Bob?","May 17, 1991","Walt Disney","Comedy","PG"
"Mannequin: On the Move","May 17, 1991","20th Century Fox","Comedy","PG"
"The Rocketeer","Jun 21, 1991","Walt Disney","Action","PG"
"Suburban Commando","Jun 21, 1991","New Line","Comedy","PG"
"Bill & Ted's Bogus Journey","Jul 19, 1991","Orion Pictures","Adventure","PG"
"Pure Luck","Aug 9, 1991","Universal","Comedy","PG"
"Bingo","Aug 9, 1991","Sony Pictures","Adventure","PG"
"Late for Dinner","Sep 20, 1991","Sony Pictures","Drama","PG"
"Little Man Tate","Oct 9, 1991","Orion Pictures","Drama","PG"
"Ernest Scared Stupid","Oct 11, 1991","Walt Disney","Comedy","PG"
"Cool As Ice","Oct 18, 1991","Universal","","PG"
"Curly Sue","Oct 25, 1991","Warner Bros.","Comedy","PG"
"Star Trek VI: The Undiscovered Country","Dec 6, 1991","Paramount Pictures","Action","PG"
"Hook","Dec 11, 1991","Sony Pictures","Adventure","PG"
"Father of the Bride","Dec 20, 1991","Walt Disney","Comedy","PG"
"Once Upon a Crime…","Mar 6, 1992","MGM","Comedy","PG"
"Howards End","Mar 13, 1992","Sony Pictures Classics","Drama","PG"
"Da hong deng long gao gao gua","Mar 13, 1992","Orion Classics","Drama","PG"
"The Cutting Edge","Mar 27, 1992","MGM","Drama","PG"
"Beethoven","Apr 3, 1992","Universal","Comedy","PG"
"Straight Talk","Apr 3, 1992","Walt Disney","Comedy","PG"
"Newsies","Apr 8, 1992","Walt Disney","","PG"
"The Babe","Apr 17, 1992","Universal","Drama","PG"
"Encino Man","May 22, 1992","Walt Disney","Comedy","PG"
"Sister Act","May 29, 1992","Walt Disney","Comedy","PG"
"HouseSitter","Jun 12, 1992","Universal","Comedy","PG"
"A League of Their Own","Jul 1, 1992","Sony Pictures","Comedy","PG"
"Honey I Blew Up the Kid","Jul 17, 1992","Walt Disney","Adventure","PG"
"Mom and Dad Save the World","Jul 24, 1992","","","PG"
"Enchanted April","Jul 31, 1992","Miramax","Drama","PG"
"3 Ninjas","Aug 7, 1992","Walt Disney","Action","PG"
"Stay Tuned","Aug 14, 1992","Warner Bros.","Adventure","PG"
"Out on a Limb","Sep 4, 1992","","","PG"
"The Mighty Ducks","Oct 2, 1992","Walt Disney","Comedy","PG"
"A River Runs Through It","Oct 9, 1992","Sony Pictures","Drama","PG"
"Pure Country","Oct 23, 1992","Warner Bros.","Drama","PG"
"Home Alone 2: Lost in New York","Nov 20, 1992","20th Century Fox","Adventure","PG"
"Forever Young","Dec 11, 1992","Warner Bros.","Drama","PG"
"Mr. Nanny","Jan 1, 1993","","","PG"
"Son of the Pink Panther","Jan 1, 1993","","Comedy","PG"
"Matinee","Jan 29, 1993","Universal","Comedy","PG"
"Strictly Ballroom","Feb 1, 1993","Miramax","Comedy","PG"
"Groundhog Day","Feb 12, 1993","Sony Pictures","Romantic Comedy","PG"
"Amos & Andrew","Mar 5, 1993","Sony Pictures","Comedy","PG"
"A Far Off Place","Mar 12, 1993","Walt Disney","Adventure","PG"
"Teenage Mutant Ninja Turtles III","Mar 19, 1993","New Line","Adventure","PG"
"Born Yesterday","Mar 26, 1993","Walt Disney","Romantic Comedy","PG"
"Cop and ½","Apr 2, 1993","Universal","Comedy","PG"
"The Adventures of Huck Finn","Apr 2, 1993","Walt Disney","Adventure","PG"
"The Sandlot","Apr 7, 1993","20th Century Fox","Comedy","PG"
"Sidekicks","Apr 9, 1993","Triumph Releasing","Action","PG"
"Benny & Joon","Apr 16, 1993","MGM","Drama","PG"
"Lost in Yonkers","May 14, 1993","Sony Pictures","Comedy","PG"
"Super Mario Bros.","May 28, 1993","Walt Disney","Action","PG"
"Life With Mikey","Jun 4, 1993","Walt Disney","Comedy","PG"
"Sleepless in Seattle","Jun 25, 1993","Sony Pictures","Romantic Comedy","PG"
"Dennis the Menace","Jun 25, 1993","Warner Bros.","Comedy","PG"
"Rookie of the Year","Jul 7, 1993","20th Century Fox","Comedy","PG"
"Weekend at Bernie's II","Jul 9, 1993","Sony/TriStar","Adventure","PG"
"Free Willy","Jul 16, 1993","Warner Bros.","Adventure","PG"
"Hocus Pocus","Jul 16, 1993","Walt Disney","Comedy","PG"
"Coneheads","Jul 23, 1993","Paramount Pictures","Comedy","PG"
"The Meteor Man","Aug 6, 1993","MGM","Comedy","PG"
"Searching for Bobby Fischer","Aug 11, 1993","Paramount Pictures","Drama","PG"
"Manhattan Murder Mystery","Aug 18, 1993","Sony/TriStar","Comedy","PG"
"Surf Ninjas","Aug 20, 1993","New Line","","PG"
"The Age of Innocence","Sep 17, 1993","Sony Pictures","Drama","PG"
"Into the West","Sep 17, 1993","Miramax","Adventure","PG"
"Cool Runnings","Oct 1, 1993","Walt Disney","Adventure","PG"
"For Love or Money","Oct 1, 1993","Universal","Comedy","PG"
"Gettysburg","Oct 8, 1993","New Line","Drama","PG"
"The Nightmare Before Christmas","Oct 13, 1993","Walt Disney","Musical","PG"
"Rudy","Oct 13, 1993","Sony Pictures","Drama","PG"
"The Beverly Hillbillies","Oct 15, 1993","20th Century Fox","Comedy","PG"
"The Remains of the Day","Nov 5, 1993","Sony Pictures","Drama","PG"
"The Three Musketeers","Nov 12, 1993","Walt Disney","Adventure","PG"
"Ernest Rides Again","Nov 12, 1993","","","PG"
"Sister Act 2 Back in the Habit","Dec 10, 1993","Walt Disney","Comedy","PG"
"Beethoven's 2nd","Dec 17, 1993","Universal","Comedy","PG"
"Batman: Mask of the Phantasm","Dec 25, 1993","Warner Bros.","Action","PG"
"The Air Up There","Jan 7, 1994","Walt Disney","Comedy","PG"
"From Time to Time","Jan 11, 1994","","","PG"
"Iron Will","Jan 14, 1994","Walt Disney","Drama","PG"
"My Father the Hero","Feb 4, 1994","Miramax","Comedy","PG"
"Blank Check","Feb 11, 1994","Walt Disney","Comedy","PG"
"My Girl 2","Feb 11, 1994","Sony Pictures","Comedy","PG"
"The Hudsucker Proxy","Mar 11, 1994","Warner Bros.","Comedy","PG"
"Monkey Trouble","Mar 18, 1994","New Line","Adventure","PG"
"D2: The Mighty Ducks","Mar 25, 1994","Walt Disney","Comedy","PG"
"Major League II","Mar 30, 1994","Warner Bros.","Comedy","PG"
"Clifford","Apr 1, 1994","Orion Pictures","Comedy","PG"
"Cops and Robbersons","Apr 15, 1994","Sony Pictures","Comedy","PG"
"White Fang 2: Myth of the White Wolf","Apr 15, 1994","Walt Disney","Adventure","PG"
"Widow's Peak","May 1, 1994","Fine Line","Drama","PG"
"3 Ninjas Kick Back","May 6, 1994","Walt Disney","Action","PG"
"Maverick","May 20, 1994","Warner Bros.","Western","PG"
"Little Buddha","May 25, 1994","Miramax","Drama","PG"
"The Flintstones","May 27, 1994","Universal","Comedy","PG"
"Windrunner","Jun 1, 1994","","Multiple Genres","PG"
"The Endless Summer 2","Jun 3, 1994","New Line","Documentary","PG"
"Getting Even With Dad","Jun 17, 1994","MGM","Comedy","PG"
"I Love Trouble","Jun 29, 1994","Walt Disney","Romantic Comedy","PG"
"Little Big League","Jun 29, 1994","Sony Pictures","Comedy","PG"
"Baby's Day Out","Jul 1, 1994","20th Century Fox","Adventure","PG"
"Angels in the Outfield","Jul 15, 1994","Walt Disney","Comedy","PG"
"Lassie","Jul 22, 1994","Paramount Pictures","Drama","PG"
"North","Jul 22, 1994","Sony Pictures","Adventure","PG"
"It Could Happen To You","Jul 29, 1994","Sony Pictures","Romantic Comedy","PG"
"The Little Rascals","Aug 5, 1994","Universal","Comedy","PG"
"In the Army Now","Aug 12, 1994","Walt Disney","Comedy","PG"
"Corrina, Corrina","Aug 12, 1994","New Line","Comedy","PG"
"The Next Karate Kid","Aug 12, 1994","Sony Pictures","Action","PG"
"Andre","Aug 17, 1994","Paramount Pictures","Adventure","PG"
"Camp Nowhere","Aug 26, 1994","Walt Disney","Adventure","PG"
"Police Academy 7: Mission to Moscow","Aug 26, 1994","Warner Bros.","Comedy","PG"
"Princess Caraboo","Sep 16, 1994","Sony Pictures","Romantic Comedy","PG"
"Only You","Oct 7, 1994","Sony Pictures","Romantic Comedy","PG"
"Little Giants","Oct 14, 1994","Warner Bros.","Comedy","PG"
"Vanya on 42nd Street","Oct 19, 1994","Sony Pictures","Drama","PG"
"Radioland Murders","Oct 21, 1994","Universal","Comedy","PG"
"Squanto: A Warrior's Tale","Oct 28, 1994","Walt Disney","Drama","PG"
"The Santa Clause","Nov 11, 1994","Walt Disney","Adventure","PG"
"Star Trek: Generations","Nov 18, 1994","Paramount Pictures","Adventure","PG"
"Miracle on 34th Street","Nov 18, 1994","20th Century Fox","Drama","PG"
"Little Women","Dec 21, 1994","Sony Pictures","Drama","PG"
"Ri¢hie Ri¢h","Dec 21, 1994","Warner Bros.","Comedy","PG"
"The Jungle Book","Dec 25, 1994","Walt Disney","Adventure","PG"
"I.Q.","Dec 25, 1994","Paramount Pictures","Romantic Comedy","PG"
"Houseguest","Jan 6, 1995","Walt Disney","Comedy","PG"
"Far from Home: The Adventures of Yellow Dog","Jan 13, 1995","20th Century Fox","Adventure","PG"
"The Secret of Roan Inish","Feb 3, 1995","First Look","Adventure","PG"
"Heavy Weights","Feb 17, 1995","Walt Disney","Comedy","PG"
"Man of the House","Mar 3, 1995","Walt Disney","Comedy","PG"
"Roommates","Mar 3, 1995","Walt Disney","Comedy","PG"
"Tall Tale","Mar 24, 1995","Walt Disney","Western","PG"
"A Pyromaniac's Love Story","Mar 28, 1995","Walt Disney","Romantic Comedy","PG"
"Born to be Wild","Mar 31, 1995","Warner Bros.","Adventure","PG"
"While You Were Sleeping","Apr 21, 1995","Walt Disney","Romantic Comedy","PG"
"The Englishman Who Went Up a Hill, But Came Down a Mountain","May 12, 1995","Miramax","Comedy","PG"
"Casper","May 26, 1995","Universal","Comedy","PG"
"Fluke","Jun 2, 1995","MGM","Drama","PG"
"Il Postino","Jun 14, 1995","Miramax","Drama","PG"
"Apollo 13","Jun 30, 1995","Universal","Drama","PG"
"Mighty Morphin Power Rangers: The Movie","Jun 30, 1995","20th Century Fox","Adventure","PG"
"The Indian in the Cupboard","Jul 14, 1995","Paramount Pictures","Adventure","PG"
"Free Willy 2: The Adventure Home","Jul 19, 1995","Warner Bros.","Drama","PG"
"Operation Dumbo Drop","Jul 28, 1995","Walt Disney","Adventure","PG"
"A Kid in King Arthur's Court","Aug 11, 1995","Walt Disney","Adventure","PG"
"The Baby-Sitters Club","Aug 18, 1995","Sony Pictures","Comedy","PG"
"The Amazing Panda Adventure","Aug 25, 1995","Warner Bros.","Adventure","PG"
"Theremin: An Electronic Odyssey","Aug 25, 1995","Orion Classics","Documentary","PG"
"Magic in the Water","Aug 30, 1995","Sony/TriStar","Adventure","PG"
"Last of the Dogmen","Sep 8, 1995","Savoy","Western","PG"
"Unstrung Heroes","Sep 15, 1995","Walt Disney","Drama","PG"
"The Stars Fell on Henrietta","Sep 15, 1995","Warner Bros.","Drama","PG"
"Persuasion","Sep 27, 1995","Sony Pictures Classics","Drama","PG"
"The Big Green","Sep 29, 1995","Walt Disney","Adventure","PG"
"Gospa","Oct 13, 1995","Penland","Drama","PG"
"Three Wishes","Oct 27, 1995","Savoy","Drama","PG"
"Gold Diggers: The Secret of Bear Mountain","Nov 3, 1995","Universal","Adventure","PG"
"It Takes Two","Nov 17, 1995","Warner Bros.","Comedy","PG"
"Father of the Bride Part II","Dec 8, 1995","Walt Disney","Comedy","PG"
"Sense and Sensibility","Dec 11, 1995","Sony Pictures","Drama","PG"
"Jumanji","Dec 15, 1995","Sony Pictures","Adventure","PG"
"Sabrina","Dec 15, 1995","Paramount Pictures","Romantic Comedy","PG"
"Tom and Huck","Dec 22, 1995","Walt Disney","Adventure","PG"
"Mr. Holland’s Opus","Dec 29, 1995","Walt Disney","Drama","PG"
"Dunston Checks In","Jan 12, 1996","20th Century Fox","Adventure","PG"
"Bed of Roses","Jan 26, 1996","New Line","Drama","PG"
"Once Upon a Time... When We Were Colored","Jan 26, 1996","BET Pictures","Drama","PG"
"Big Bully","Jan 26, 1996","Warner Bros.","Comedy","PG"
"Anne Frank Remembered","Feb 22, 1996","Sony Pictures Classics","Documentary","PG"
"Ed","Mar 15, 1996","Universal","Comedy","PG"
"Race the Sun","Mar 22, 1996","Sony Pictures","Drama","PG"
"Un indien dans la ville","Mar 22, 1996","Walt Disney","Adventure","PG"
"Jack & Sarah","Mar 22, 1996","Gramercy","Romantic Comedy","PG"
"Sgt. Bilko","Mar 29, 1996","Universal","Comedy","PG"
"James and the Giant Peach","Apr 12, 1996","Walt Disney","Adventure","PG"
"Jane Eyre","Apr 12, 1996","Miramax","Drama","PG"
"August","Apr 19, 1996","Goldwyn Entertainment","Drama","PG"
"Open Season","May 3, 1996","","","PG"
"Cold Comfort Farm","May 10, 1996","Gramercy","Comedy","PG"
"Flipper","May 17, 1996","Universal","Adventure","PG"
"The Phantom","Jun 7, 1996","Paramount Pictures","Action","PG"
"Phenomenon","Jul 5, 1996","Walt Disney","Drama","PG"
"Harriet the Spy","Jul 10, 1996","Paramount Pictures","Adventure","PG"
"Kazaam","Jul 17, 1996","Walt Disney","Adventure","PG"
"Matilda","Aug 2, 1996","Sony Pictures","Adventure","PG"
"Emma","Aug 2, 1996","Miramax","Romantic Comedy","PG"
"Alaska","Aug 14, 1996","Sony Pictures","Adventure","PG"
"House Arrest","Aug 14, 1996","MGM","Comedy","PG"
"Carpool","Aug 23, 1996","Warner Bros.","Comedy","PG"
"First Kid","Aug 30, 1996","Walt Disney","Adventure","PG"
"The Stupids","Aug 30, 1996","New Line","Adventure","PG"
"Bogus","Sep 6, 1996","Warner Bros.","Comedy","PG"
"Fly Away Home","Sep 13, 1996","Sony Pictures","Drama","PG"
"The First Wives Club","Sep 20, 1996","Paramount Pictures","Comedy","PG"
"That Thing You Do!","Oct 4, 1996","20th Century Fox","Drama","PG"
"D3: The Mighty Ducks","Oct 4, 1996","Walt Disney","Comedy","PG"
"Infinity","Oct 4, 1996","First Look","","PG"
"The Grass Harp","Oct 11, 1996","Fine Line","Drama","PG"
"When We Were Kings","Oct 25, 1996","Gramercy","Documentary","PG"
"Twelfth Night: Or What You Will","Oct 25, 1996","Fine Line","Comedy","PG"
"Larger Than Life","Nov 1, 1996","MGM","Adventure","PG"
"Dear God","Nov 1, 1996","Paramount Pictures","Comedy","PG"
"Santa with Muscles","Nov 8, 1996","Legacy Releasing","","PG"
"Space Jam","Nov 15, 1996","Warner Bros.","Adventure","PG"
"Jingle All the Way","Nov 22, 1996","20th Century Fox","Adventure","PG"
"The Preacher's Wife","Dec 13, 1996","Walt Disney","Drama","PG"
"The Whole Wide World","Dec 18, 1996","Sony Pictures Classics","","PG"
"One Fine Day","Dec 20, 1996","20th Century Fox","Romantic Comedy","PG"
"Michael","Dec 25, 1996","New Line","Comedy","PG"
"Evita","Dec 25, 1996","Walt Disney","Musical","PG"
"The Call of the Wild: Dog of the Yukon","Jan 12, 1997","","Adventure","PG"
"Zeus and Roxanne","Jan 24, 1997","MGM","Adventure","PG"
"The Beautician and the Beast","Feb 7, 1997","Paramount Pictures","Romantic Comedy","PG"
"Frankenstein and Me","Feb 9, 1997","Trimark","","PG"
"Vegas Vacation","Feb 14, 1997","Warner Bros.","Comedy","PG"
"That Darn Cat","Feb 14, 1997","Walt Disney","Adventure","PG"
"Jungle 2 Jungle","Mar 7, 1997","Walt Disney","Comedy","PG"
"Selena","Mar 21, 1997","Warner Bros.","Drama","PG"
"Turbo: A Power Rangers Movie","Mar 28, 1997","20th Century Fox","Action","PG"
"McHale's Navy","Apr 18, 1997","Universal","Comedy","PG"
"Shiloh","Apr 25, 1997","Legacy Releasing","Adventure","PG"
"Warriors of Virtue","May 2, 1997","MGM","Action","PG"
"Gone Fishin'","May 30, 1997","Walt Disney","Comedy","PG"
"Buddy","Jun 6, 1997","Sony Pictures","Adventure","PG"
"My Best Friend's Wedding","Jun 20, 1997","Sony Pictures","Comedy","PG"
"Wild America","Jul 2, 1997","Warner Bros.","Adventure","PG"
"Contact","Jul 11, 1997","Warner Bros.","Drama","PG"
"Shall We Dance?","Jul 11, 1997","Miramax","Romantic Comedy","PG"
"A Simple Wish","Jul 11, 1997","Universal","Comedy","PG"
"George Of The Jungle","Jul 16, 1997","Walt Disney","Adventure","PG"
"Mrs. Brown","Jul 18, 1997","Miramax","Drama","PG"
"Good Burger","Jul 25, 1997","Paramount Pictures","Comedy","PG"
"Air Bud","Aug 1, 1997","Walt Disney","Adventure","PG"
"Free Willy 3: The Rescue","Aug 8, 1997","Warner Bros.","Drama","PG"
"Leave It To Beaver","Aug 22, 1997","Universal","Comedy","PG"
"Fast, Cheap & Out of Control","Oct 3, 1997","Sony Pictures Classics","Documentary","PG"
"Washington Square","Oct 5, 1997","Walt Disney","Drama","PG"
"Rocket Man","Oct 10, 1997","Walt Disney","Comedy","PG"
"Fairytale: A True Story","Oct 24, 1997","Paramount Pictures","Drama","PG"
"The Man Who Knew Too Little","Nov 14, 1997","Warner Bros.","Comedy","PG"
"The Tango Lesson","Nov 14, 1997","Sony Pictures Classics","Drama","PG"
"Flubber","Nov 26, 1997","Walt Disney","Comedy","PG"
"Home Alone III","Dec 12, 1997","20th Century Fox","Comedy","PG"
"The Ride","Dec 15, 1997","RS Entertainment","Drama","PG"
"Mouse Hunt","Dec 19, 1997","Dreamworks SKG","Adventure","PG"
"Mr. Magoo","Dec 25, 1997","Walt Disney","Comedy","PG"
"The Education of Little Tree","Dec 25, 1997","Paramount Pictures","","PG"
"Star Kid","Jan 16, 1998","Trimark","Adventure","PG"
"Spice World","Jan 23, 1998","Sony Pictures","Comedy","PG"
"Slappy and the Stinkers","Jan 23, 1998","Sony Pictures","Comedy","PG"
"The Borrowers","Feb 13, 1998","Polygram","Adventure","PG"
"Wide Awake","Mar 20, 1998","Miramax","","PG"
"Meet the Deedles","Mar 27, 1998","Walt Disney","Comedy","PG"
"The Spanish Prisoner","Apr 3, 1998","Sony Pictures Classics","Drama","PG"
"My Giant","Apr 10, 1998","Sony Pictures","Comedy","PG"
"3 Ninjas: High Noon at Mega Mountain","Apr 10, 1998","Sony Pictures","Action","PG"
"Paulie","Apr 17, 1998","Dreamworks SKG","Adventure","PG"
"Wild Man Blues","Apr 17, 1998","New Line","","PG"
"Tarzan and the Lost City","Apr 24, 1998","Warner Bros.","Adventure","PG"
"Dancer, Texas Pop. 81","May 1, 1998","Sony Pictures","Comedy","PG"
"Shooting Fish","May 1, 1998","Fox Searchlight","","PG"
"The Truman Show","Jun 5, 1998","Paramount Pictures","Drama","PG"
"Madeline","Jul 10, 1998","Sony Pictures","Adventure","PG"
"Hands on a Hardbody","Jul 10, 1998","Legacy Releasing","Documentary","PG"
"The Parent Trap","Jul 29, 1998","Walt Disney","Adventure","PG"
"Ever After: A Cinderella Story","Jul 31, 1998","20th Century Fox","Drama","PG"
"Dance With Me","Aug 21, 1998","Sony Pictures","Musical","PG"
"Simon Birch","Sep 11, 1998","Walt Disney","Drama","PG"
"Digging to China","Sep 11, 1998","Legacy Releasing","","PG"
"Antz","Oct 2, 1998","Dreamworks SKG","Adventure","PG"
"Holy Man","Oct 9, 1998","Walt Disney","Comedy","PG"
"I'll Be Home For Christmas","Nov 13, 1998","Walt Disney","Comedy","PG"
"Dancing at Lughnasa","Nov 13, 1998","Sony Pictures Classics","Drama","PG"
"Waking Ned Devine","Nov 20, 1998","20th Century Fox","Comedy","PG"
"Star Trek: Insurrection","Dec 11, 1998","Paramount Pictures","Adventure","PG"
"Jack Frost","Dec 11, 1998","Warner Bros.","Comedy","PG"
"You've Got Mail","Dec 18, 1998","Warner Bros.","Drama","PG"
"The Prince of Egypt","Dec 18, 1998","Dreamworks SKG","Adventure","PG"
"Mighty Joe Young","Dec 25, 1998","Walt Disney","Adventure","PG"
"Bacheha-Ye aseman","Jan 22, 1999","Miramax","Adventure","PG"
"My Favorite Martian","Feb 12, 1999","Walt Disney","Comedy","PG"
"October Sky","Feb 19, 1999","Universal","Drama","PG"
"Baby Geniuses","Mar 12, 1999","Sony Pictures","Adventure","PG"
"Tea with Mussolini","May 14, 1999","MGM","Drama","PG"
"Endurance","May 14, 1999","Walt Disney","","PG"
"Star Wars Ep. I: The Phantom Menace","May 19, 1999","20th Century Fox","Adventure","PG"
"Trekkies","May 21, 1999","Paramount Pictures","Documentary","PG"
"At Sachem Farm","Jun 5, 1999","Distributor Unknown","Drama","PG"
"Shiloh 2: Shiloh Season","Jun 25, 1999","Warner Bros.","","PG"
"Conte d'automne","Jul 9, 1999","October Films","Drama","PG"
"Inspector Gadget","Jul 23, 1999","Walt Disney","Adventure","PG"
"Runaway Bride","Jul 30, 1999","Paramount Pictures","Romantic Comedy","PG"
"The Iron Giant","Aug 4, 1999","Warner Bros.","Adventure","PG"
"Dudley Do-Right","Aug 27, 1999","Universal","Adventure","PG"
"A Dog of Flanders","Aug 27, 1999","Warner Bros.","Drama","PG"
"Siegfried & Roy: Masters of the Impossible","Oct 1, 1999","IMAX Films","Documentary","PG"
"Grizzly Falls","Oct 8, 1999","","","PG"
"El Abuelo","Oct 8, 1999","Miramax","Drama","PG"
"Music of the Heart","Oct 29, 1999","Miramax","Drama","PG"
"Stuart Little","Dec 17, 1999","Sony Pictures","Adventure","PG"
"Bicentennial Man","Dec 17, 1999","Walt Disney","Drama","PG"
"Galaxy Quest","Dec 24, 1999","Dreamworks SKG","Adventure","PG"
"My Dog Skip","Jan 12, 2000","Warner Bros.","Drama","PG"
"The Life and Times of Hank Greenberg","Jan 12, 2000","Cowboy Pictures","Documentary","PG"
"Snow Day","Feb 11, 2000","Paramount Pictures","Adventure","PG"
"Mission to Mars","Mar 10, 2000","Walt Disney","Adventure","PG"
"God's Army","Mar 10, 2000","Excel Entertainment","Drama","PG"
"The Road to El Dorado","Mar 31, 2000","Dreamworks SKG","Adventure","PG"
"The Color of Paradise","Mar 31, 2000","Sony Pictures Classics","Drama","PG"
"Return to Me","Apr 7, 2000","MGM","Romantic Comedy","PG"
"The Flintstones in Viva Rock Vegas","Apr 28, 2000","Universal","Adventure","PG"
"The Basket","May 5, 2000","MGM","Drama","PG"
"Dinosaur","May 19, 2000","Walt Disney","Adventure","PG"
"Small Time Crooks","May 19, 2000","Dreamworks SKG","Comedy","PG"
"Love's Labour's Lost","Jun 9, 2000","Miramax","Romantic Comedy","PG"
"Titan A.E.","Jun 16, 2000","20th Century Fox","Adventure","PG"
"The Adventures of Rocky & Bullwinkle","Jun 30, 2000","Universal","Adventure","PG"
"The Kid","Jul 7, 2000","Walt Disney","Comedy","PG"
"MVP: Most Valuable Primate","Aug 11, 2000","Keystone Entertainment","Adventure","PG"
"Godzilla 2000","Aug 18, 2000","Sony Pictures","Action","PG"
"Into the Arms of Strangers: Stories of the Kindertransport","Sep 15, 2000","Warner Bros.","Documentary","PG"
"The Fantasticks","Sep 22, 2000","MGM","","PG"
"Remember the Titans","Sep 29, 2000","Walt Disney","Drama","PG"
"Digimon: The Movie","Oct 6, 2000","20th Century Fox","Adventure","PG"
"The Little Vampire","Oct 27, 2000","New Line","Adventure","PG"
"How the Grinch Stole Christmas","Nov 17, 2000","Universal","Adventure","PG"
"The House of Mirth","Dec 22, 2000","Sony Pictures Classics","Drama","PG"
"The Amati Girls","Jan 19, 2001","Providence Entertai…","Drama","PG"
"In the Mood for Love","Feb 2, 2001","Focus Features","Drama","PG"
"Road to Redemption","Feb 16, 2001","","","PG"
"See Spot Run","Mar 2, 2001","Warner Bros.","Adventure","PG"
"Haunted Castle","Mar 2, 2001","nWave Pictures","Adventure","PG"
